,CODIGO,NOMBRE FANTASIA,COMUNA,ESTACIONAMIENTO,ES PAR
924,105880,EN REPAL,LO PRADO,NO,SI
925,105893,EL CURICANO,CERRO NAVIA,NO,NO
926,105912,LOS TRES,PROVIDENCIA,NO,SI
927,105935,ALCIPAU ELECTRONICA Y COMPUTACION,LAS CONDES,NO,NO
928,105942,SOCIEDAD COMERCIAL ALEXZA LTDA.,QUILICURA,NO,SI
929,105986,LAS CHIQUILLAS,QUILICURA,NO,SI
930,105988,EL BOCA SECA,PEÑALOLEN,NO,SI
931,106032,KATY,SAN BERNARDO,NO,SI
932,106036,ANDRES,SAN BERNARDO,NO,SI
933,106037,ALMACEN Y BAZAR ADONAI,CONCHALI,NO,NO
934,106047,COCO LISO,PUENTE ALTO,NO,NO
935,106053,EL ARRAYAN,QUINTA NORMAL,NO,NO
936,106090,J Y D,SANTIAGO,NO,SI
937,106127,COMERCIAL ALCIBIADES,QUILICURA,NO,NO
938,106152,MARIA ELENA,MACUL,NO,SI
939,106155,DONDE EL RICHY,CONCHALI,NO,NO
940,106157,NAILA CORVALAN,LAS CONDES,NO,NO
941,106217,KIOSCO ANDRES,CERRO NAVIA,NO,NO
942,106221,MARANATHA,LAS CONDES,NO,NO
943,106235,LOS GEMELOS,SAN BERNARDO,NO,NO
944,106244,LA NANA,MAIPU,NO,SI
945,106288,SOCIEDAD FARMACEUTICA LTDA.,ESTACION CENTRAL,NO,SI
946,106301,ELECTRONICA APC,QUINTA NORMAL,NO,NO
947,106324,MINIMARKET ROXANITA,CERRO NAVIA,NO,SI
948,106326,COTTE,PROVIDENCIA,NO,SI
949,106330,POLLA,SANTIAGO,NO,SI
950,106332,POLLA COMPANIA 1001,LA REINA,NO,SI
951,106336,BAZAR SANDYMIL,ESTACION CENTRAL,NO,SI
952,106339,MI KAYA,PEÑALOLEN,NO,NO
953,106345,TOLYS MARKET,CERRO NAVIA,NO,NO
954,106364,ROLANDO GAMARRA,CERRO NAVIA,NO,SI
955,106366,NATALIA PEREZ,LA GRANJA,NO,SI
956,106388,MICHEA,SAN RAMON,NO,SI
957,106407,ASAEL PASCAL,CERRO NAVIA,NO,NO
958,106413,ALE Y HERMANOS,LO PRADO,NO,NO
959,106424,VIRGENCITA DE CHAPI,CERRO NAVIA,NO,SI
960,106429,FLOR ELIANA,PUDAHUEL,NO,NO
961,106489,ROLANDO GAMARRA,CERRO NAVIA,NO,NO
962,106505,LOS CENTENOS IRL,LA GRANJA,NO,NO
963,106541,LA HERRADURA,RENCA,NO,NO
964,106546,DIEGUITO,MAIPU,NO,SI
965,106561,COMERCIAL ENTRETENIMIENTOS SMR SPA,CONCHALI,NO,NO
966,106562,COMERCIAL ENTRETENIMIENTOS SMR SPA,LO PRADO,NO,SI
967,106563,S&M LA VENTANA,CERRO NAVIA,NO,NO
968,106564,F & D,RENCA,NO,SI
969,106590,LA MARRAQUETA,ESTACION CENTRAL,NO,SI
970,106639,WILNER DEJOUR,ESTACION CENTRAL,NO,NO
971,106665,LA ESPIGA,CERRILLOS,NO,NO
972,106674,DON RAUL,PUDAHUEL,NO,SI
973,106678,DIEGO & CAROL,HUECHURABA,NO,SI
974,106681,BAZAR PAQUETERIA MAGGY,LA FLORIDA,NO,NO
975,106686,BCB,QUILICURA,NO,SI
976,106687,SENAT THE BASH,PUDAHUEL,NO,NO
977,106691,INVERSIONES SOLARI Y COMPAÑIA LTDA.,CERRO NAVIA,NO,NO
978,106695,JESSICA LORETO MELLA CARMONA,CERRO NAVIA,NO,NO
979,106696,BAZAR AGUSTINA,PEÑALOLEN,NO,SI
980,106699,LOS VIÑEDOS,LA FLORIDA,NO,NO
981,106700,LOS VIÑEDOS,MAIPU,NO,SI
982,106827,TERESA,RENCA,NO,NO
983,106890,JUAN CARLOS ROJAS SOTO,INDEPENDENCIA,NO,SI
984,106909,MIMBRES JACQUELINE,SANTIAGO,NO,NO
985,106912,NUEVA ESPERANZA,CONCHALI,NO,SI
986,106918,MAXICIBER,LAS CONDES,NO,SI
987,106931,SHAWARMAN,PROVIDENCIA,NO,NO
988,106938,GRAN DOBLETE,SANTIAGO,NO,SI
989,106940,VIRGEN DE LA PUERTA,CERRO NAVIA,NO,SI
990,106946,LA ESQUINA,RENCA,NO,SI
991,107005,EDUARDO,PEDRO AGUIRRE CERDA,NO,NO
992,107012,PAULETTE ESTEFANIA DEL CANTO BAEZA,ÑUÑOA,NO,SI
993,107110,KIOSKO,ÑUÑOA,NO,SI
994,107114,FRUTERIA,CONCHALI,NO,SI
995,107131,RUTH,MAIPU,NO,NO
996,107199,MINIMARKET LILY,SAN BERNARDO,NO,NO
997,107227,CLARITA,SAN BERNARDO,NO,NO
998,107230,LA ESQUINA,MAIPU,NO,SI
999,107255,MI TATA,SAN BERNARDO,NO,NO
1000,107256,EL PINO,QUILICURA,NO,SI
1001,107274,ALMACEN LOURDES,SANTIAGO,NO,SI
1002,107278,HERMANOS BASILIO,QUILICURA,NO,SI
1003,107279,CRISTO VIENE,QUINTA NORMAL,NO,NO
1004,107280,LA PATRONCITA,INDEPENDENCIA,NO,SI
1005,107289,DOÑA FELA,QUILICURA,NO,NO
1006,107291,VALERIA,MAIPU,NO,NO
1007,107292,DONDE LA CHOLA,PUDAHUEL,NO,SI
1008,107294,RICHARD,LA REINA,NO,SI
1009,107301,MINIMARKET,SANTIAGO,NO,NO
1010,107304,HNOS. BASILIO,MAIPU,NO,SI
1011,107327,FARMACIAS MEVIC,SANTIAGO,NO,NO
1012,107396,PARCERITO,MAIPU,NO,SI
1013,107400,DETALLITOS,PEDRO AGUIRRE CERDA,NO,SI
1014,107409,ARCAS,RENCA,NO,NO
1015,107467,BEBA,LAS CONDES,NO,NO
1016,107535,TIENDA UPA!-SHELL (F.413),CERRO NAVIA,NO,NO
1017,107557,GAMBITA,LA FLORIDA,NO,NO
1018,107578,MINIMARKET MIRADOR,SANTIAGO,NO,SI
1019,107591,LETICIA FABIAN ,LO ESPEJO,NO,NO
1020,107760,CHUNDO,PEÑALOLEN,NO,SI
1021,107824,LAUCHITA,RECOLETA,NO,SI
1022,107894,ALMACEN,CONCHALI,NO,SI
1023,107895,ALMACEN ROOD,MAIPU,NO,NO
1024,107910,XAVIER MARKET,ESTACION CENTRAL,NO,SI
1025,107915,ALMACEN LA VENTANA,SAN RAMON,NO,NO
1026,107920,JUAN SEBASTIAN DIAZ PUGLISEVICH,LA REINA,NO,SI
1027,107976,FARMACIA REX,MAIPU,NO,SI
1028,107982,PEPE LUIS,PEDRO AGUIRRE CERDA,NO,SI
1029,107983,ROXANA MARILYN MENDEZ SILVA,PEDRO AGUIRRE CERDA,NO,NO
1030,107988,FANIUS FILS AIME,QUINTA NORMAL,NO,SI
1031,108208,SIEMPRE LISTO,VITACURA,NO,SI
1032,108299,OXXO - FRANCISCO DE AGUIRRE (S.25),PROVIDENCIA,NO,NO
1033,108301,OXXO - PEDRO DE VALDIVIA 3 (S.102),PEÑALOLEN,NO,NO
1034,108307,DELI,PEDRO AGUIRRE CERDA,NO,NO
1035,108385,CRISTOBAL,PEÑALOLEN,NO,NO
1036,108415,REGALONES,CONCHALI,NO,NO
1037,108418,SAN JOSE,LAS CONDES,NO,SI
1038,108496,OXXO - ALCANTARA 2 (S.50),PROVIDENCIA,NO,SI
1039,108501,OXXO - ANTONIO BELLET (S.135),LAS CONDES,NO,NO
1040,108504,OXXO - APOQUINDO 1 (S.4),LAS CONDES,NO,SI
1041,108505,OXXO - APOQUINDO 2 (S.30),LAS CONDES,NO,NO
1042,108506,OXXO - APOQUINDO 4 (S.43),LAS CONDES,NO,SI
1043,108509,OXXO - APOQUINDO 6 (S.64),LAS CONDES,NO,NO
1044,108511,OXXO - APOQUINDO 7 (S.67),LAS CONDES,NO,NO
1045,108512,OXXO - APOQUINDO - SAN PASCUAL (S.112),LAS CONDES,NO,SI
1046,108513,OXXO - BALMORAL - ALONSO DE CORDOVA (S.127),SANTIAGO,NO,NO
1047,108514,OXXO - BANDERA (S.16),LAS CONDES,NO,SI
1048,108534,OXXO - CAMINO EL ALBA (S.63),LAS CONDES,NO,SI
1049,108536,OXXO - COLON 1 (S.31),LAS CONDES,NO,SI
1050,108537,OXXO - COLON 2 (S.60),LAS CONDES,NO,NO
1051,108538,OXXO - COLON - PONTEVEDRA (S.120),LAS CONDES,NO,SI
1052,108539,OXXO - EBRO (S.3),SANTIAGO,NO,NO
1053,108540,OXXO - EJERCITO - ALAMEDA (S.123),LAS CONDES,NO,SI
1054,108542,OXXO - EL BOSQUE NORTE (S.52),LAS CONDES,NO,SI
1055,108543,OXXO - EL GOLF (S.18),ÑUÑOA,NO,NO
1056,108544,OXXO - EMILIA TELLEZ (S.23),PROVIDENCIA,NO,SI
1057,108546,OXXO - GUARDIA VIEJA (S.35),ÑUÑOA,NO,SI
1058,108548,OXXO - SIMON BOLIVAR - HAMBURGO (S.113),PROVIDENCIA,NO,SI
1059,108549,OXXO - HOLANDA - PIO X (S.146),HUECHURABA,NO,NO
1060,108550,OXXO - HUECHURABA (S.20),LAS CONDES,NO,SI
1061,108551,OXXO - ISIDORA (S.14),PROVIDENCIA,NO,NO
1062,108553,OXXO - LA CONCEPCION (S.29),LAS CONDES,NO,NO
1063,108555,OXXO - LA PLAZA (S.116),LAS CONDES,NO,NO
1064,108557,OXXO - LOS MILITARES (S.33),LO BARNECHEA,NO,NO
1065,108560,OXXO - LOS TRAPENSES (S.101),VITACURA,NO,SI
1066,108577,OXXO - LUIS PASTEUR (S.46),PROVIDENCIA,NO,NO
1067,108578,OXXO - LUIS THAYER OJEDA (S.34),PROVIDENCIA,NO,SI
1068,108579,OXXO - LYON 1 (S.2),PROVIDENCIA,NO,NO
1069,108581,OXXO - LYON 3 (S.45),LA REINA,NO,NO
1070,108582,OXXO - MALL PLAZA EGAÑA (S.148),PROVIDENCIA,NO,SI
1071,108586,OXXO - MANUEL MONTT 1 (S.70),PROVIDENCIA,NO,SI
1072,108587,OXXO - BILBAO - MONTT (S.103),PROVIDENCIA,NO,NO
1073,108588,OXXO - MARCHANT PEREIRA (S.66),LAS CONDES,NO,SI
1074,108598,OXXO - NAPOLEON (S.15),LAS CONDES,NO,SI
1075,108599,OXXO - NORUEGA (S.40),PROVIDENCIA,NO,NO
1076,108600,OXXO - PADRE MARIANO (S.61),ÑUÑOA,NO,SI
1077,108601,OXXO - PEDRO DE VALDIVIA 2 (S.59),VITACURA,NO,NO
1078,108602,OXXO - PIO XI (S.118),LAS CONDES,NO,SI
1079,108603,OXXO - PLAZA DE ASIS (S.136),PROVIDENCIA,NO,NO
1080,108605,OXXO - PROVIDENCIA 1 (S.27),LAS CONDES,NO,NO
1081,108607,OXXO - SAN DAMIAN (S.56),VITACURA,NO,NO
1082,108608,OXXO - SAN FRANCISCO (S.137),SANTIAGO,NO,SI
1083,108609,OXXO - SAN PABLO - MORANDE (S.119),ÑUÑOA,NO,NO
1084,108610,OXXO - SIMON BOLIVAR (S.22),SANTIAGO,NO,SI
1085,108630,OXXO - ARTURO PRAT - ELEUTERIO (S.115),QUILICURA,NO,SI
1086,108649,MAKENDY,SAN BERNARDO,NO,NO
1087,108720,DONDE EL LALO,LAS CONDES,NO,SI
1088,108756,TIENDA UPA!-SHELL (F.417),LA PINTANA,NO,SI
1089,108776,DON PEDRO,ESTACION CENTRAL,NO,SI
1090,108815,ALMACEN SALMO 23,LA PINTANA,NO,NO
1091,108837,NICOLE,EL BOSQUE,NO,NO
1092,109067,LA MACARENA,RECOLETA,NO,NO
1093,109125,ALMACEN LOS MORENOS,SANTIAGO,NO,NO
1094,109168,NICOLAS,ÑUÑOA,NO,SI
1095,109244,ELBA LILIANA RAMIREZ CARRILLO,CERRILLOS,NO,SI
1096,109247,MAMI MARIA,INDEPENDENCIA,NO,NO
1097,109262,MINIMARKET ALIMENTOS,LA CISTERNA,NO,SI
1098,109263,POKI SPA,RECOLETA,NO,NO
1099,109267,JHOSHELYNE GONZALEZ,SAN BERNARDO,NO,NO
1100,109300,JUAN FRANCISCO ORTIZ,LA FLORIDA,NO,SI
1101,109377,OXXO - MALL PLAZA VESPUCIO (S.26),PUDAHUEL,NO,NO
1102,109435,MINIMARKET PEREYRA ,CONCHALI,NO,NO
1103,109452,BAZAR JECHU,PUDAHUEL,NO,SI
1104,109529,YAYU,MAIPU,NO,NO
1105,109531,SEBASTIAN,SANTIAGO,NO,NO
1106,109536,OXXO - HUERFANOS - SANTIAGO (S.6),SANTIAGO,NO,SI
1107,109573,BENJAMIN ISAIAS ALMACEN,RENCA,NO,NO
1108,109579,EBEN-EZER,PUDAHUEL,NO,NO
1109,109591,ALMACEN GETSEMANI,CONCHALI,NO,NO
1110,109606,EL JOACO,CERRO NAVIA,NO,SI
1111,109661,DONDE FRANCO,EL BOSQUE,NO,NO
1112,109698,BAZAR FRANCESCA,MAIPU,NO,SI
1113,109747,LA ESTRELLA,HUECHURABA,NO,NO
1114,109850,JOHANNA,RECOLETA,NO,SI
1115,109877,NATALVA,SAN JOAQUIN,NO,NO
1116,109940,AURORA & MARIO,LO PRADO,NO,SI
1117,109952,FLORES HERMANOS,PEÑALOLEN,NO,SI
1118,109954,EL CHOCHO,LA PINTANA,NO,SI
1119,109956,EL COTELO,CERRO NAVIA,NO,SI
1120,109957,GUIVICENRI,ÑUÑOA,NO,NO
1121,109959,ELENA EUGENIA QUIROGA MANZUR,HUECHURABA,NO,NO
1122,109960,VOLCAN CHILE SPA,MAIPU,NO,SI
1123,109961,LA VEGUITA,PUENTE ALTO,NO,NO
1124,109965,MINIMARKET OHANA,RECOLETA,NO,NO
1125,109966,CRIS Y MELANIE,PUDAHUEL,NO,SI
1126,109975,ALMACEN DARIO ANTONIO ARDILLA MARIN E.I.R.L,LO ESPEJO,NO,NO
1127,109976,ANDREW MARKET,LO PRADO,NO,SI
1128,109981,LEONEL,ESTACION CENTRAL,NO,NO
1129,110019,MARIANO,LO ESPEJO,NO,NO
1130,110021,LA VENTANITA,SANTIAGO,NO,NO
1131,110036,MINIMARKET EIBER TRIAGO,SAN MIGUEL,NO,SI
1132,110038,ORINOCO LTDA,SANTIAGO,NO,SI
1133,110048,OXXO - MIGUEL DE OLIVARES (S.94),CONCHALI,NO,SI
1134,110153,ANITA,CONCHALI,NO,NO
1135,110183,ALFONSO  SIGUENZA ,QUINTA NORMAL,NO,NO
1136,110188,ALFONSO SIGUENZA,SAN BERNARDO,NO,SI
1137,110275,TERESITA,PROVIDENCIA,NO,NO
1138,110309,KIOSCO,ÑUÑOA,NO,NO
1139,110330,MINIMARKET EL VECINO,EL BOSQUE,NO,SI
1140,110345,LOS MAQUIS,LO BARNECHEA,NO,NO
1141,110379,LA PUNTITA DEL CERRO,LAS CONDES,NO,NO
1142,110386,LOS HUACHI,PEÑALOLEN,NO,SI
1143,110387,CATITA,ÑUÑOA,NO,NO
1144,110388,MUNDO MARKET,PUDAHUEL,NO,SI
1145,110395,LA CHOLITA,CERRILLOS,NO,NO
1146,110399,LA VECINA,LA GRANJA,NO,NO
1147,110414,LA CHINITA,PUENTE ALTO,NO,SI
1148,110444,EL AMANECER PAULIS,PUDAHUEL,NO,SI
1149,110456,LA VECINA,MAIPU,NO,SI
1150,110509,EL BARATITO,QUINTA NORMAL,NO,NO
1151,110510,JCRV,PUENTE ALTO,NO,SI
1152,110532,KIOSCO,CERRO NAVIA,NO,SI
1153,110542,ABEL DEL TRANSITO VISCAY,SANTIAGO,NO,SI
1154,110543,NCS NATURAL CARE,MACUL,NO,NO
1155,110666,ALMACEN CARMEN LORETO CASTRO BILBAO,ESTACION CENTRAL,NO,SI
1156,110686,OXXO - ECUADOR / PURISIMA (S.96),SANTIAGO,NO,SI
1157,110709,PUNTO DE ENCUENTRO,MAIPU,NO,NO
1158,110716,LA FAMILIA,QUILICURA,NO,SI
1159,110770,PERSEVERANCIA,LA PINTANA,NO,SI
1160,110826,MDC,LA PINTANA,NO,SI
1161,110836,BASMAT,SAN BERNARDO,NO,SI
1162,110893,KAYOTITO,HUECHURABA,NO,NO
1163,110896,LOS 3 HINCHAS,EL BOSQUE,NO,SI
1164,110918,LA NEGRA,LO BARNECHEA,NO,SI
1165,110931,TIENDA UPA!-SHELL (F.986),PEÑALOLEN,NO,NO
1166,110933,MI MARKET,PROVIDENCIA,NO,NO
1167,110959,MANCHITAS,LA FLORIDA,NO,NO
1168,110989,BRENDA,QUINTA NORMAL,NO,NO
1169,111054,EL PUNTO DE TU BELLEZA,ESTACION CENTRAL,NO,SI
1170,111259,NEGRITA,SANTIAGO,NO,NO
1171,111276,OXXO - SANTA VICTORIA (S.98),SAN JOAQUIN,NO,SI
1172,111282,EL ESTRIBO,SAN BERNARDO,NO,SI
1173,111298,M Y M,SAN MIGUEL,NO,SI
1174,111311,LA 4TA MARKET,MAIPU,NO,NO
1175,111326,DE HUEVOS Y GOURMET,RENCA,NO,SI
1176,111328,LOS PILLUELOS,LA PINTANA,NO,SI
1177,111336,DONDE ROSITA,MAIPU,NO,SI
1178,111356,LA NEGRITA,PUDAHUEL,NO,SI
1179,111382,NOVIMARKET,CERRO NAVIA,NO,SI
1180,111396,LEO,PEÑALOLEN,NO,SI
1181,111410,LORENA,CONCHALI,NO,SI
1182,111464,DON PEPE,CONCHALI,NO,SI
1183,111466,COMERCIAL VEGA,QUILICURA,NO,SI
1184,111551,BAZAR LUARA,SAN MIGUEL,NO,NO
1185,111560,EL CARMEN,MAIPU,NO,SI
1186,111593,DONDE LA ROSITA,LA GRANJA,NO,NO
1187,111696,LA FAMILIA,LA FLORIDA,NO,SI
1188,111704,MINIMARKET LUCAS,LA FLORIDA,NO,SI
1189,111719,KIOSCO,HUECHURABA,NO,NO
1190,111762,TIENDA UPA!-SHELL (F.149),RENCA,NO,SI
1191,111794,ESTE BOOM,SAN BERNARDO,NO,SI
1192,111799,DONDE EL LUCHO,LA PINTANA,NO,NO
1193,111828,ANA SOFIA,QUINTA NORMAL,NO,SI
1194,111837,THANI MARKET,MAIPU,NO,NO
1195,111887,MINIMARKET EL TREBOL,LAS CONDES,NO,NO
1196,111896,MINIMARKET LA OTRA ESQUINA,RENCA,NO,SI
1197,111959,LOLITA,CONCHALI,NO,NO
1198,112004,EL VALLE,PUDAHUEL,NO,SI
1199,112039,ANGELICA DE LAS MERCEDES PEREZ FLORES,LAS CONDES,NO,NO
1200,112045,OPEN 21 BLACK MINIMARKET,MAIPU,NO,NO
1201,112076,EL PASILLO,SANTIAGO,NO,SI
1202,112175,OXXO - SAN DIEGO - COQUIMBO (S.86),SANTIAGO,NO,NO
1203,112176,OXXO - AGUSTINAS - SAN MARTIN (S.89),SANTIAGO,NO,SI
1204,112181,OXXO - ELEUTERIO RAMIREZ (S.79),PEDRO AGUIRRE CERDA,NO,NO
1205,112188,JUANITO,MACUL,NO,SI
1206,112195,MINIMARKET MIRTA MORALES E.I.R.L,SANTIAGO,NO,NO
1207,112214,COMERCIAL LUJONI,SANTIAGO,NO,SI
1208,112295,VIRGEN DE LA PUERTA,INDEPENDENCIA,NO,NO
1209,112325,FUSE LTDA.,SANTIAGO,NO,NO
1210,112334,CIBER ARIANET,PEÑALOLEN,NO,SI
1211,112339,ABARROTES TERE,PUDAHUEL,NO,NO
1212,112369,YESELIA IRMA ROJAS AGUILAR,HUECHURABA,NO,NO
1213,112415,SANDRA TAPIA,SANTIAGO,NO,NO
1214,112486,OXXO - SANTA ROSA - PORVENIR (S.36),PEDRO AGUIRRE CERDA,NO,SI
1215,112513,TOTI,CONCHALI,NO,NO
1216,112597,GEMINIS,LA FLORIDA,NO,NO
1217,112616,JEM,PEÑALOLEN,NO,SI
1218,112618,MINIMARKET GRACIAS A TI,PEÑALOLEN,NO,SI
1219,112666,DONDE LA MONICA,LA CISTERNA,NO,SI
1220,112715,EMANUEL,MAIPU,NO,NO
1221,112775,JEBRAN,QUILICURA,NO,NO
1222,112785,ANITA,LA PINTANA,NO,NO
1223,112821,CLAUDIO ELESTOR SEPULVEDA GOMEZ,CONCHALI,NO,NO
1224,112872,YOLANDA Y MAÑUNGO,SAN RAMON,NO,SI
1225,112903,ALMACEN JOCELYN,PUENTE ALTO,NO,NO
1226,112907,BAZAR FLORENCIA,EL BOSQUE,NO,NO
1227,112955,RYAN,EL BOSQUE,NO,NO
1228,112978,LA PEQUEÑA ALELI,PUENTE ALTO,NO,SI
1229,112986,KELLY,ÑUÑOA,NO,SI
1230,113007,MINIMARKET NAPOLE,CERRILLOS,NO,NO
1231,113020,MINIMARKET,EL BOSQUE,NO,SI
1232,113024,LOS MELLIZOS,RECOLETA,NO,SI
1233,113029,ZONA TABACO,PROVIDENCIA,NO,NO
1234,113030,COMERCIAL BE HAPPY,PUENTE ALTO,NO,SI
1235,113031,COMERCIAL BE HAPPY,SANTIAGO,NO,NO
1236,113033,CONSTANTINE,PUENTE ALTO,NO,NO
1237,113038,BAZAR BASCRIDI,RENCA,NO,SI
1238,113040,EL CHUNDITO,SAN RAMON,NO,SI
1239,113075,GINA,LA GRANJA,NO,NO
1240,113116,REAL J,PUDAHUEL,NO,SI
1241,113124,PECHI,SAN BERNARDO,NO,SI
1242,113158,MINI CIBER,LO BARNECHEA,NO,SI
1243,113164,TIENDA UPA!-SHELL (F.122),PUENTE ALTO,NO,SI
1244,113181,CIBER DE MEXICO,SAN MIGUEL,NO,NO
1245,113182,OXXO - SEGUNDA AVENIDA (S.87),PUDAHUEL,NO,SI
1246,113191,TABAQUERIA,SANTIAGO,NO,NO
1247,113195,SANTA ROSA,SANTIAGO,NO,NO
1248,113205,DONDE LOS CHAMOS,LO PRADO,NO,NO
1249,113246,RENACER,ESTACION CENTRAL,NO,SI
1250,113271,TOTA,RECOLETA,NO,NO
1251,113286,VENTA DE ARTICULOS CUMPLEAÑOS,CERRO NAVIA,NO,SI
1252,113344,XAYNA,SANTIAGO,NO,SI
1253,113348,OXXO - SANTA ANA-COMPAÑIA (S.40),LO BARNECHEA,NO,SI
1254,113350,TIENDA UPA!-SHELL (F.123),LA FLORIDA,NO,SI
1255,113361,ALMACEN MARIELA,PUENTE ALTO,NO,NO
1256,113402,MINIMARKET DONDE LA LILI,LA GRANJA,NO,SI
1257,113414,MINIMARKET DON HERALDO,EL BOSQUE,NO,SI
1258,113450,ALMACEN LEONARDO,SANTIAGO,NO,SI
1259,113528,MANUEL JESUS NOVOA VARGAS,LA GRANJA,NO,SI
1260,113542,PANADERIA,LAS CONDES,NO,SI
1261,113552,OXXO - APOQUINDO - SANTA MAGDALENA (S.158),LA GRANJA,NO,SI
1262,113567,ALMACEN FABY,RECOLETA,NO,NO
1263,113622,SEÑOR DE LOS MILAGROS,QUILICURA,NO,SI
1264,113638,ELY,LAS CONDES,NO,SI
1265,113655,OXXO - ROSARIO NORTE (S.159),RENCA,NO,NO
1266,113662,BENBEL & CAR LTDA.,PEÑALOLEN,NO,SI
1267,113666,PAOLA CASTRO CASTILLO,MAIPU,NO,SI
1268,113682,ALMACEN DON ANIBAL,MAIPU,NO,SI
1269,113691,LA CATALANA,HUECHURABA,NO,NO
1270,113694,TIENDA UPA!-SHELL (F.518),MAIPU,NO,SI
1271,113759,BAZAR DOÑA OLGA,PEDRO AGUIRRE CERDA,NO,NO
1272,113780,CENTRO DE LOTERIA AL PASO,LA FLORIDA,NO,SI
1273,113805,DHELY MARKET,PUENTE ALTO,NO,NO
1274,113822,INVERSIONES ABUDA SPA,QUILICURA,NO,SI
1275,113851,ALMACEN LA NANY,MAIPU,NO,NO
1276,113870,KIM BRUNEDOUX,ESTACION CENTRAL,NO,SI
1277,113872,SEÑORA PATY,PUENTE ALTO,NO,SI
1278,113885,ALMACEN YVE,SAN BERNARDO,NO,NO
1279,113889,ALMACEN SAN JORGE,PUENTE ALTO,NO,NO
1280,113897,MAGALUZ,MAIPU,NO,NO
1281,113898,ALMACEN LA MAYITO,LA FLORIDA,NO,SI
1282,113901,LAS MORITAS,MACUL,NO,NO
1283,113917,INVERSIONES JIMA SPA.,QUILICURA,NO,NO
1284,113929,MINIMARKET Y BAZAR LA BAKERIA SPA,RENCA,NO,NO
1285,113934,ELECTRONICA MIRAFLORES,LA FLORIDA,NO,SI
1286,113937,ALMACEN EMILIA,CERRO NAVIA,NO,NO
1287,113938,ALMACEN SUPER CALINGO,SAN MIGUEL,NO,SI
1288,113948,MINIMARKET JULIAN,RECOLETA,NO,SI
1289,113955,TABAQUERIA 901,MAIPU,NO,NO
1290,113965,LIBRERIA AFRODITA,RECOLETA,NO,NO
1291,113967,MILOT MARDY,RENCA,NO,NO
1292,113979,BAZAR EL TIAN,LA FLORIDA,NO,NO
1293,114004,BOTILLERIA Y TU HERMANA,SANTIAGO,NO,SI
1294,114007,LA FAMILIA,ÑUÑOA,NO,NO
1295,114010,MARKET PLAZA ÑUÑOA,RECOLETA,NO,SI
1296,114024,ALMACEN E,PUENTE ALTO,NO,SI
1297,114027,ALMACEN TRINIDAD,CONCHALI,NO,NO
1298,114086,ALMACEN EL VECINO,CONCHALI,NO,SI
1299,114088,CARNICERIAS GIBBS 2,MAIPU,NO,SI
1300,114105,ALMACEN DANIELA,MAIPU,NO,NO
1301,114106,ALMACEN NANI,LA CISTERNA,NO,SI
1302,114112,FARMACIA RORAIMA SPA,CERRO NAVIA,NO,SI
1303,114152,MINIMARKET KARIME,MAIPU,NO,SI
1304,114189,BAZAR VICTORIA,QUINTA NORMAL,NO,NO
1305,114190,AMANSAMDERIA PANPE,SAN RAMON,NO,SI
1306,114192,LA NENITA,PUENTE ALTO,NO,SI
1307,114197,CENTRO DE LLAMADOS GENESIS,PUENTE ALTO,NO,NO
1308,114201,ALMACEN M Y M,LA GRANJA,NO,NO
1309,114202,ALMACEN LOS REDIMIDOS,QUILICURA,NO,SI
1310,114226,BAZAR JU BE,QUINTA NORMAL,NO,SI
1311,114236,ALMACEN JEAN LOUIS JOSEPH,SAN BERNARDO,NO,SI
1312,114241,ALMACEN DONDE LA NADIA,QUILICURA,NO,NO
1313,114278,LOS VASQUEZ,LA FLORIDA,NO,SI
1314,114299,ALMACEN PUCON,PEÑALOLEN,NO,NO
1315,114309,ALMACEN SALINAS JUSTO AQUI,LA FLORIDA,NO,NO
1316,114365,BICHITOS,QUILICURA,NO,NO
1317,114370,MARIA GARRIDO BARNES,SAN JOAQUIN,NO,SI
1318,114376,BAZAR JOSE MONIN,CERRILLOS,NO,SI
1319,114389,CAMIFER,LA PINTANA,NO,NO
1320,114409,BOTILLERIA ORUCHA,QUILICURA,NO,NO
1321,114440,EBENEZER,QUINTA NORMAL,NO,SI
1322,114462,TEKNIVISION,QUILICURA,NO,SI
1323,114468,SANDRA MARCELA MOLINA MARTINEZ,LA FLORIDA,NO,SI
1324,114507,BAZAR MARY,LA FLORIDA,NO,NO
1325,114565,PANURAS,RECOLETA,NO,NO
1326,114566,MIS AMORES,MAIPU,NO,SI
1327,114575,CAMY,MAIPU,NO,NO
1328,114577,MINIMARKET LOS CUBITOS,SANTIAGO,NO,NO
1329,114581,COMERCIALIZADORA XAUSE LIMITADA,SAN JOAQUIN,NO,NO
1330,114591,MYC,LA CISTERNA,NO,NO
1331,114592,ESTER DEL CARMEN CASTILLO ALVAREZ,CERRILLOS,NO,SI
1332,114595,RODRIGO,QUILICURA,NO,NO
1333,114598,JORGE,LA REINA,NO,SI
1334,114607,PUNTO FIJO,PEÑALOLEN,NO,NO
1335,114608,PABLO CESAR PEREZ CABRERA,PUENTE ALTO,NO,SI
1336,114627,ALMACEN LA ITA,ÑUÑOA,NO,NO
1337,114634,EL RINCON,LO ESPEJO,NO,SI
1338,114635,ROSITA,QUINTA NORMAL,NO,NO
1339,114659,LA SOLUCION REAL,PROVIDENCIA,NO,NO
1340,114663,OXXO - BILBAO - LOS LEONES (S.129),MAIPU,NO,NO
